Parceiro Id;Parceiro Nome;Nº do Pedido;NF;Valor da NF;Data Faturamento;Fluxo;Status;SKU;Descrição do item;NFD;Categoria;Quantidade unitária;Valor unitário;Subtotal;Data Coleta;Data de Recebimento da Coleta
176278;LOGME CWB;tAAAAKTKK;000825951;305,61;31/07/2026;Reversa;boleto pendente;992957894;GuardaRoupa Casal com Espelho 6 Portas 2 Gavetas França Espresso Móveis CinzaJequitibáGranizo;742551;Móveis para Quarto / Guarda-Roupas;1.000000;77,88;77,88;29/07/2026;29/07/2026
176278;LOGME CWB;tAAAAKTKK;000825951;305,61;31/07/2026;Reversa;boleto pendente;591674;Sapateira com Espelho 1 Gaveta 2 Portas Grife Branco;797996;Móveis para Quarto / Sapateiras para Quarto;1.000000;41,30;41,30;28/07/2026;29/07/2026
176278;LOGME CWB;tAAAAKTKK;000825951;305,61;31/07/2026;Reversa;boleto pendente;890284;GuardaRoupa Casal 2 Portas Ripado com Espelho Suburban Freijo Off White;753113;Móveis para Quarto / Guarda-Roupas;1.000000;102,90;102,90;28/07/2026;29/07/2026
176278;LOGME CWB;tAAAAKTKK;000825951;305,61;31/07/2026;Reversa;boleto pendente;911298;GuardaRoupa Solteiro 2 Portas de Correr e 2 Gavetas Peônia Yescasa Amêndola Touch Marrom;773172;Móveis para Quarto / Guarda-Roupas;1.000000;60,37;60,37;28/07/2026;29/07/2026
176278;LOGME CWB;tAAAAKTKK;000825951;305,61;31/07/2026;Reversa;boleto pendente;889077;Sapateira para Quarto 1 Porta 7 Prateleiras Espresso Móveis BegeCinamomoOff White;746090;Móveis para Quarto / Sapateiras para Quarto;1.000000;23,16;23,16;28/07/2026;29/07/2026
176297;DI CASA MOVEIS;tAAAAKTKM;000825952;248,03;31/07/2026;Reversa;boleto pendente;534242;Conjunto Sala de Jantar Mesa Tampo de Vidro 6 Cadeiras Espanha Yescasa;817422;Móveis para Sala de Jantar / Conjuntos Sala de Jantar;1.000000;172,50;172,50;30/07/2026;30/07/2026
176297;DI CASA MOVEIS;tAAAAKTKM;000825952;248,03;31/07/2026;Reversa;boleto pendente;875838;Cômoda para Quarto 3 Gavetas 2 Portas Dunas Preto Yescasa;753066;Móveis para Quarto / Cômodas para Quartos;1.000000;35,77;35,78;24/07/2026;24/07/2026
176297;DI CASA MOVEIS;tAAAAKTKM;000825952;248,03;31/07/2026;Reversa;boleto pendente;875838;Cômoda para Quarto 3 Gavetas 2 Portas Dunas Preto Yescasa;781342;Móveis para Quarto / Cômodas para Quartos;1.000000;39,75;39,75;24/07/2026;24/07/2026
176278;LOGME CWB;tAAAAKTKI;000825950;322,93;31/07/2026;Reversa;boleto pendente;822357182;Penteadeira Camarim com Espelho França Yescasa BegeOff WhiteFreijó;781894;Móveis para Quarto / Penteadeira;1.000000;55,49;55,49;29/07/2026;29/07/2026
176278;LOGME CWB;tAAAAKTKI;000825950;322,93;31/07/2026;Reversa;boleto pendente;885371;GuardaRoupa Casal 6 Portas 2 Gavetas França CinamomoOff White;781632;Móveis para Quarto / Guarda-Roupas;1.000000;46,20;46,20;29/07/2026;29/07/2026
176278;LOGME CWB;tAAAAKTKI;000825950;322,93;31/07/2026;Reversa;boleto pendente;839067991;Sofá Living Bipartido 4 Lugares Almofadas Decorativas 250cm Pés em Madeira Maciça Copenhague;795310;Móveis para Sala de Estar / Sofás / Sofá 4 ou mais Lugares;1.000000;146,77;146,77;28/07/2026;29/07/2026
176278;LOGME CWB;tAAAAKTKI;000825950;322,93;31/07/2026;Reversa;boleto pendente;868887864;Guarda Roupa Solteiro com Espelho 3 Portas de Correr e 2 Gavetas Roma Branco;781909;Móveis para Quarto / Guarda-Roupas;1.000000;51,60;51,60;27/07/2026;27/07/2026
176278;LOGME CWB;tAAAAKTKI;000825950;322,93;31/07/2026;Reversa;boleto pendente;980289;Cômoda para Quarto 10 Gavetas Caribe Branco;772437;Móveis para Quarto / Cômodas para Quartos;1.000000;22,87;22,87;23/07/2026;24/07/2026
176278;LOGME CWB;tAAAAKTKG;017587395;94,49;31/07/2026;Reversa;boleto pendente;440360714;GuardaRoupa Modular 79cm 2 Portas e Prateleiras Arani CabeCasa MadeiraOriginals MarromCinamomo;17572245;Móveis para Quarto / Guarda-Roupas;1.000000;94,49;94,49;30/07/2026;30/07/2026
176269;ELETROSHOW OUTL;tAAAAKTKE;000418865;113,47;31/07/2026;Reversa;boleto pendente;282979933;Cômoda 1 Porta 10 Gavetas com Rodízio Imperial MarromCapuccino;418348;Móveis para Quarto / Cômodas para Quartos;1.000000;113,47;113,47;23/07/2026;23/07/2026
176154;E S L KOSLYK;tAAAAKTKC;017587394;436,08;31/07/2026;Reversa;boleto pendente;924184548;GuardaRoupa Casal 6 Portas 2 Gavetas Paris Branco;17578685;Móveis para Quarto / Guarda-Roupas;1.000000;104,05;104,05;30/07/2026;30/07/2026
176154;E S L KOSLYK;tAAAAKTKC;017587394;436,08;31/07/2026;Reversa;boleto pendente;885381;GuardaRoupa Casal com Espelho 6 Portas 2 Gavetas França Off WhiteCinamomo;17570385;Móveis para Quarto / Guarda-Roupas;1.000000;116,44;116,43;30/07/2026;30/07/2026
176154;E S L KOSLYK;tAAAAKTKC;017587394;436,08;31/07/2026;Reversa;boleto pendente;974177;Cozinha Modulada Compacta em Aço 4 Peças 13 Portas 2 Gavetas Florençe Itatiaia CinzaBrancoGrafite;17572188;Móveis para Cozinha / Cozinha Compacta;1.000000;215,60;215,60;24/07/2026;24/07/2026
176265;TANIA AOKI OUTL;tAAAAKTK8;000825949;222,38;31/07/2026;Reversa;boleto pendente;867379;Sofá Liverpool Bipartido mm Top 160cm Bege;774885;Móveis para Sala de Estar / Sofás / Sofá 4 ou mais Lugares;1.000000;155,38;155,38;25/07/2026;25/07/2026
176265;TANIA AOKI OUTL;tAAAAKTK8;000825949;222,38;31/07/2026;Reversa;boleto pendente;656576;GuardaRoupa Solteiro com Cabeceira e Baú 4 Portas 3 Gavetas Cancun Yescasa Branco;753344;Móveis para Quarto / Guarda-Roupas;1.000000;67,00;67,00;23/07/2026;24/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK6;000825948;301,43;31/07/2026;Reversa;boleto pendente;562128;Escrivaninha Mesa Escritório Penteadeira de Canto com Espelho Star 1 Porta 136cm Freijó e Off White Marrom;752128;Móveis para Escritório / Escrivaninhas para Escritório;1.000000;19,45;19,45;30/07/2026;30/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK6;000825948;301,43;31/07/2026;Reversa;boleto pendente;867963;Cristaleira Madeira Maciça Pinus com HDF Porta de Vidro Retrô Roma AmareloYpê;796213;Móveis para Sala de Jantar / Cristaleiras;1.000000;66,69;66,69;30/07/2026;30/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK6;000825948;301,43;31/07/2026;Reversa;boleto pendente;707795800;Conjunto Sala de Jantar Siera 6 Lugares Retangular Madeira Maciça Miami MarromCerejeiraPalha;771679;Móveis para Sala de Jantar / Conjuntos Sala de Jantar;1.000000;87,88;87,88;29/07/2026;29/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK6;000825948;301,43;31/07/2026;Reversa;boleto pendente;969658;Paneleiro Torre Quente Realeza com 3 Portas CinzaManchesterGrafite;741838;Móveis para Cozinha / Paneleiros;1.000000;18,51;18,51;27/07/2026;27/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK6;000825948;301,43;31/07/2026;Reversa;boleto pendente;616544369;Rack com Painel Liso TV até 86 Polegadas 280x230cm Aruá CabeCasa MadeiraOriginals Marrom Jatobá;771731;Móveis para Sala de Estar / Racks / Rack com Painel;1.000000;108,90;108,90;27/07/2026;27/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK0;017587393;403,46;31/07/2026;Reversa;boleto pendente;853199;Cozinha Compacta em Aço com Nicho 6 Portas e 2 Gavetas 196cm Pratika Itatiaia Branco;17578622;Móveis para Cozinha / Cozinha Compacta;1.000000;37,61;37,61;30/07/2026;30/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK0;017587393;403,46;31/07/2026;Reversa;boleto pendente;474504667;Folha de Porta de Madeira Frisada 210x70 Espessura 35cm Valuchi MarromImbuia;17572137;Portas;1.000000;11,02;11,02;24/07/2026;27/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK0;017587393;403,46;31/07/2026;Reversa;boleto pendente;812431;Cama com Cabeceira Queen Estofada Uvaia CabeCasa MadeiraOriginals;17573727;Móveis para Quarto / Camas;1.000000;78,82;78,82;27/07/2026;27/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK0;017587393;403,46;31/07/2026;Reversa;boleto pendente;482913637;Guarda Roupa Casal Modulado 5 Peças 12 Portas 5 Gavetas com Cabeceira e Escrivaninha 100 MDF Smart;17560215;Móveis para Quarto / Guarda-Roupas;1.000000;182,79;182,79;24/07/2026;24/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK0;017587393;403,46;31/07/2026;Reversa;boleto pendente;974519;Cozinha Modulada em Aço 5 Peças 16 Portas 2 Gavetas Florença Itatiaia BrancoNeve;17565075;Móveis para Cozinha / Cozinha Compacta;1.000000;93,22;93,22;23/07/2026;23/07/2026
175964;SAFARI;tAAAAKTJY;000825945;167,65;31/07/2026;Reversa;boleto pendente;844602;Cômoda para Quarto 3 Gavetas 2 Portas Dunas Nature e Off White Yescasa Branco;771729;Móveis para Quarto / Cômodas para Quartos;1.000000;15,35;15,35;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJY;000825945;167,65;31/07/2026;Reversa;boleto pendente;961643;Porta Sanfonada de PVC 210cm x 70cm Belplast Branco;781863;Portas;1.000000;11,73;11,73;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJY;000825945;167,65;31/07/2026;Reversa;boleto pendente;959766;Balcão 2 Portas 3 Gavetas 120 cm Pérola Yescasa CinzaBranco;779492;Móveis para Cozinha / Balcões para Cozinha;1.000000;46,40;46,40;28/07/2026;29/07/2026
175964;SAFARI;tAAAAKTJY;000825945;167,65;31/07/2026;Reversa;boleto pendente;885209;GuardaRoupa Casal 4 Portas 2 Gavetas França Off WhiteCinamomo;763152;Móveis para Quarto / Guarda-Roupas;1.000000;50,15;50,15;28/07/2026;29/07/2026
175964;SAFARI;tAAAAKTJY;000825945;167,65;31/07/2026;Reversa;boleto pendente;844602;Cômoda para Quarto 3 Gavetas 2 Portas Dunas Nature e Off White Yescasa Branco;752125;Móveis para Quarto / Cômodas para Quartos;1.000000;20,65;20,65;25/07/2026;26/07/2026
175964;SAFARI;tAAAAKTJY;000825945;167,65;31/07/2026;Reversa;boleto pendente;880187;Cômoda Infantil 1 Porta 4 Gavetas 100 MDF Mimo Espresso Móveis Branco BrilhoAmêndoa;644652;Móveis para Quarto / Cômodas para Quartos;1.000000;23,37;23,37;22/07/2026;23/07/2026
175964;SAFARI;tAAAAKTJW;000825944;239,65;31/07/2026;Reversa;boleto pendente;324635834;Porta Sanfonada de PVC 210cm x 100cm Belplast Preto;762132;Portas;1.000000;14,19;14,19;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJW;000825944;239,65;31/07/2026;Reversa;boleto pendente;865524;Rack para TV até 75 Polegadas com LED MDF 181cm 2 Portas Fita Cronos CabeCasa MadeiraOriginals Off White;800311;Móveis para Sala de Estar / Racks / Rack para Sala de Estar;1.000000;52,36;52,36;29/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJW;000825944;239,65;31/07/2026;Reversa;boleto pendente;885378;GuardaRoupa Casal 6 Portas 2 Gavetas França Off WhiteCinamomo;800291;Móveis para Quarto / Guarda-Roupas;1.000000;60,00;60,00;29/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJW;000825944;239,65;31/07/2026;Reversa;boleto pendente;596932;Escrivaninha Mesa Escritório em L Office Nt 2005 2 Gavetas 3 Portas 157cm Nogal Trend Marrom;779661;Móveis para Escritório / Escrivaninhas para Escritório;1.000000;29,20;29,20;28/07/2026;29/07/2026
175964;SAFARI;tAAAAKTJW;000825944;239,65;31/07/2026;Reversa;boleto pendente;870877;Aéreo de Canto Oblíquo Arizona CabeCasa MadeiraOriginals MarromBrancoFigueira;753119;Móveis para Cozinha / Cozinha Compacta;1.000000;83,90;83,90;25/07/2026;26/07/2026
175964;SAFARI;tAAAAKTJS;000825942;255,35;31/07/2026;Reversa;boleto pendente;704660;Porta de Aço Laminada 215x65cm Minas Sul MGM Abertura Direita Branco;762128;Portas;1.000000;29,03;29,03;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJS;000825942;255,35;31/07/2026;Reversa;boleto pendente;667597;Penteadeira Camarim com Espelho Suspensa 1 Gaveta Lumiere BrancoFosco Liso;730227;Móveis para Quarto / Penteadeira;1.000000;38,00;38,00;27/07/2026;28/07/2026
175964;SAFARI;tAAAAKTJS;000825942;255,35;31/07/2026;Reversa;boleto pendente;828305;Balcão 1 Porta 40cm sem Tampo Arizona CabeCasa MadeiraOriginals;763176;Móveis para Cozinha / Balcões para Cozinha;1.000000;47,60;47,60;25/07/2026;26/07/2026
175964;SAFARI;tAAAAKTJS;000825942;255,35;31/07/2026;Reversa;boleto pendente;284748355;GuardaRoupa Modulado 4 Portas Apolo Premium Branco;763164;Móveis para Quarto / Guarda-Roupas;1.000000;63,20;63,20;24/07/2026;26/07/2026
175964;SAFARI;tAAAAKTJS;000825942;255,35;31/07/2026;Reversa;boleto pendente;826442;Guarda Roupa Casal 3 Portas com Espelho 4 Gavetas Costa Rica CinamomoOffWhite;753244;Móveis para Quarto / Guarda-Roupas;1.000000;77,52;77,52;24/07/2026;26/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK4;000825947;136,77;31/07/2026;Reversa;boleto pendente;956658;Balcão para Cozinha Fit 60 com Tulha com Tampo Preto;742023;Móveis para Cozinha / Balcões para Cozinha;2.000000;38,50;77,00;29/07/2026;29/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK4;000825947;136,77;31/07/2026;Reversa;boleto pendente;863208;Balcão Multiuso 3 Portas 1 Prateleira com Rodízios 535x90x33cm Preto;752126;Móveis para Escritório / Armários para Escritório;1.000000;13,75;13,75;28/07/2026;28/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK4;000825947;136,77;31/07/2026;Reversa;boleto pendente;215017;Kit Porta de Madeira Decorada 215x75cm com Batente de Aço 6cm Cantareira MGM Abertura Direita MarromMogno;715119;Portas;1.000000;20,90;20,90;28/07/2026;28/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK4;000825947;136,77;31/07/2026;Reversa;boleto pendente;791822;Porta Sanfonada de PVC 210x72cm Bariri Coffe;772689;Portas;1.000000;8,62;8,62;23/07/2026;23/07/2026
176019;SALDAO CAMPINAS;tAAAAKTK4;000825947;136,77;31/07/2026;Reversa;boleto pendente;721739;Escrivaninha Retrátil Mesa Escritório ME4170 54cm Amendoa Marrom;752241;Móveis para Escritório / Escrivaninhas para Escritório;1.000000;16,50;16,50;23/07/2026;23/07/2026
175964;SAFARI;tAAAAKTJQ;000825941;347,53;31/07/2026;Reversa;boleto pendente;541331;Escrivaninha Mesa Escritório Penteadeira de Canto com Espelho Star 1 Porta 136cm Branca;732412;Móveis para Escritório / Escrivaninhas para Escritório;1.000000;24,01;24,01;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJQ;000825941;347,53;31/07/2026;Reversa;boleto pendente;872812;Kit Porta de Madeira 210x62cm Batente 11cm Lisa Primer Uniportas Abertura Esquerda;772721;Portas;1.000000;44,19;44,19;27/07/2026;28/07/2026
175964;SAFARI;tAAAAKTJQ;000825941;347,53;31/07/2026;Reversa;boleto pendente;392617460;Mesa de Jantar Tampo em MDF com Vidro e Base em Madeira 135cm Araçá BrancoOffWhite;779988;Móveis para Sala de Jantar / Mesas para Sala de Jantar;1.000000;116,10;116,10;27/07/2026;28/07/2026
175964;SAFARI;tAAAAKTJQ;000825941;347,53;31/07/2026;Reversa;boleto pendente;541331;Escrivaninha Mesa Escritório Penteadeira de Canto com Espelho Star 1 Porta 136cm Branca;714998;Móveis para Escritório / Escrivaninhas para Escritório;1.000000;24,64;24,64;23/07/2026;26/07/2026
175964;SAFARI;tAAAAKTJQ;000825941;347,53;31/07/2026;Reversa;boleto pendente;541331;Escrivaninha Mesa Escritório Penteadeira de Canto com Espelho Star 1 Porta 136cm Branca;749713;Móveis para Escritório / Escrivaninhas para Escritório;1.000000;20,39;20,39;23/07/2026;26/07/2026
175964;SAFARI;tAAAAKTJQ;000825941;347,53;31/07/2026;Reversa;boleto pendente;841931;Estante de Livros 190CMX1847cm Haia Yescasa BrancoAmêndoa;762820;Móveis para Sala de Estar / Estantes / Estante para Livros;1.000000;93,00;93,00;23/07/2026;23/07/2026
175964;SAFARI;tAAAAKTJQ;000825941;347,53;31/07/2026;Reversa;boleto pendente;934900;Armário Aéreo 3 Portas 120 cm Pérola Yescasa BrancoAzul;733361;Móveis para Cozinha / Cozinha Compacta;1.000000;25,20;25,20;23/07/2026;23/07/2026
175964;SAFARI;tAAAAKTK2;000825946;351,47;31/07/2026;Reversa;boleto pendente;221836;Cômoda 5 Gavetas 86cm Premium Branco;753371;Móveis para Quarto / Cômodas para Quartos;2.000000;30,69;61,39;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTK2;000825946;351,47;31/07/2026;Reversa;boleto pendente;865913;Sofá Cama Retrátil e Reclinável 3 Lugares Veludo Marrom Detroid 220cm Yescasa;799951;Móveis para Sala de Estar / Sofás / Sofá Cama;1.000000;187,45;187,45;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTK2;000825946;351,47;31/07/2026;Reversa;boleto pendente;981545;Mesa de Jantar Base Cone em Madeira Laminada 100cm Lyon MarromAmadeirado;768412;Móveis para Sala de Jantar / Mesas para Sala de Jantar;1.000000;62,63;62,63;28/07/2026;29/07/2026
175964;SAFARI;tAAAAKTK2;000825946;351,47;31/07/2026;Reversa;boleto pendente;899782;Kit 2 Cadeiras 100 Madeira Maciça Lille Espresso Móveis MarromNogueira;742643;Móveis para Sala de Jantar / Cadeiras para Sala de Jantar;1.000000;40,00;40,00;25/07/2026;26/07/2026
175964;SAFARI;tAAAAKTJM;000825940;817,21;31/07/2026;Reversa;boleto pendente;439511063;Guarda Roupa Solteiro 100 MDF BP 4 Portas 2 Gavetas Asti MarromNogueiraOff White;798839;Móveis para Quarto / Guarda-Roupas;1.000000;130,40;130,40;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJM;000825940;817,21;31/07/2026;Reversa;boleto pendente;977218;Rack para TV até 75 Polegadas MDF 180cm 2 Portas Nature Off White Denver Marrom;749706;Móveis para Sala de Estar / Racks / Rack para Sala de Estar;1.000000;20,10;20,10;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJM;000825940;817,21;31/07/2026;Reversa;boleto pendente;857622;Porta Sanfonada de PVC 210cm x 60cm Pronta Bcf MarromImbuia;753096;Portas;1.000000;17,24;17,24;24/07/2026;26/07/2026
175964;SAFARI;tAAAAKTJM;000825940;817,21;31/07/2026;Reversa;boleto pendente;795889;Quarto Modulado Completo Casal 6 Peças 10 Portas 3 Gavetas Predileto BegeAreia HP;676194;Móveis para Quarto / Guarda-Roupas;1.000000;435,00;435,00;18/07/2026;25/07/2026
175964;SAFARI;tAAAAKTJM;000825940;817,21;31/07/2026;Reversa;boleto pendente;865839;Sofá Cama Retrátil e Reclinável 3 Lugares Veludo Bege Claro Detroid 200cm Yescasa;723050;Móveis para Sala de Estar / Sofás / Sofá Cama;1.000000;214,47;214,47;23/07/2026;23/07/2026
176278;LOGME CWB;tAAAAKTJK;000825939;547,00;31/07/2026;Reversa;boleto pendente;980178;GuardaRoupa Modulado de Canto 11 Portas e 4 Gavetas Paris Branco;784269;Móveis para Quarto / Guarda-Roupas;1.000000;110,08;110,08;28/07/2026;29/07/2026
176278;LOGME CWB;tAAAAKTJK;000825939;547,00;31/07/2026;Reversa;boleto pendente;971596;GuardaRoupa Casal Modulado 4 Portas Santiago 3 Portas Premium 5 Gaveta com Espelho Branco;784324;Móveis para Quarto / Guarda-Roupas;1.000000;140,00;140,00;28/07/2026;29/07/2026
176278;LOGME CWB;tAAAAKTJK;000825939;547,00;31/07/2026;Reversa;boleto pendente;127480926;Cômoda Infantil 1 Porta 4 Gavetas 100 MDF 95cm Levy Espresso Móveis BegeAmêndoaOff White;767811;Móveis para Quarto / Cômodas para Quartos;1.000000;31,86;31,86;28/07/2026;29/07/2026
176278;LOGME CWB;tAAAAKTJK;000825939;547,00;31/07/2026;Reversa;boleto pendente;977995;Kit 2 Cadeiras Madeira Maciça Estofada Miriti CabeCasa MadeiraOriginals MarromCaramelo;714955;Móveis para Sala de Jantar / Cadeiras para Sala de Jantar;3.000000;69,99;209,96;23/07/2026;24/07/2026
176278;LOGME CWB;tAAAAKTJK;000825939;547,00;31/07/2026;Reversa;boleto pendente;858913;Painel Ripado para TV até 75 Polegadas 100 MDF 230CMX220CM 2 Prateleiras Roma Marrom;747886;Móveis para Sala de Estar / Painéis;1.000000;55,10;55,10;23/07/2026;24/07/2026
175964;SAFARI;tAAAAKTJC;017587391;652,62;31/07/2026;Reversa;boleto pendente;980946;GuardaRoupa Modulado Casal 10 Portas 3 Gavetas BrancoDuna;17573690;Móveis para Quarto / Guarda-Roupas;1.000000;190,00;190,00;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJC;017587391;652,62;31/07/2026;Reversa;boleto pendente;475248753;Cristaleira 1 Porta Reflecta com Fita LED e Espelho 100 MDF Luminare BegeOff White;17582284;Móveis para Sala de Jantar / Cristaleiras;1.000000;72,20;72,20;29/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJC;017587391;652,62;31/07/2026;Reversa;boleto pendente;705287;Kit Porta de Madeira Decorada 212x85cm com Batente de Alumínio 36cm Mantiqueira MGM Branco;17555006;Portas;1.000000;33,85;33,85;28/07/2026;28/07/2026
175964;SAFARI;tAAAAKTJC;017587391;652,62;31/07/2026;Reversa;boleto pendente;434178252;Folha de Porta de Madeira 210x82cm Cristal Amescla Uniportas Marrom;17573464;Portas;2.000000;30,00;60,00;25/07/2026;26/07/2026
175964;SAFARI;tAAAAKTJC;017587391;652,62;31/07/2026;Reversa;boleto pendente;949304749;Cozinha 6 Peças com Paneleiro para Forno e MicroOndas com Vidro Fumê e Iluminação Lumina Cinza;17567112;Móveis para Cozinha / Cozinha Compacta;1.000000;296,57;296,57;22/07/2026;23/07/2026
175964;SAFARI;tAAAAKTJU;000825943;580,08;31/07/2026;Reversa;boleto pendente;728733;Cômoda 5 Gavetas 86cm Premium BegeCinamomoOff White;763084;Móveis para Quarto / Cômodas para Quartos;2.000000;28,62;57,24;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJU;000825943;580,08;31/07/2026;Reversa;boleto pendente;728733;Cômoda 5 Gavetas 86cm Premium BegeCinamomoOff White;772787;Móveis para Quarto / Cômodas para Quartos;2.000000;28,62;57,24;29/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJU;000825943;580,08;31/07/2026;Reversa;boleto pendente;310089091;Cozinha Completa 5 Peças com Torre Quente e Balcão com Tampo 240cm Inova Yescasa MelGrafite Cinza;781822;Móveis para Cozinha / Cozinha Compacta;1.000000;68,72;68,72;29/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJU;000825943;580,08;31/07/2026;Reversa;boleto pendente;958212;Closet Solteiro 100 MDF BP 1595cm 3 Gavetas Monreale Branco;799902;Móveis para Quarto / Módulos para Closets;1.000000;82,99;82,99;29/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJU;000825943;580,08;31/07/2026;Reversa;boleto pendente;979628;Sofá Retrátil e Reclinável 3 Lugares Veludo Grafite Cupuaçu 240cm CabeCasa MadeiraOriginals;751929;Móveis para Sala de Estar / Sofás / Sofá Retrátil;1.000000;203,49;203,49;28/07/2026;29/07/2026
175964;SAFARI;tAAAAKTJU;000825943;580,08;31/07/2026;Reversa;boleto pendente;958030;Conjunto Canto Alemão Baú Bariloche Mesa Quadrada 90x90 sem Vidro e 2 Cadeiras Venus em MDPMDF CinzaMelGrafite;730781;Móveis para Sala de Jantar / Conjuntos Sala de Jantar;1.000000;110,40;110,40;24/07/2026;26/07/2026
176297;DI CASA MOVEIS;tAAAAKTJO;017587392;237,15;31/07/2026;Reversa;boleto pendente;112634641;Armário Aéreo 2 Portas 80cm Marselha CabeCasa MadeiraOriginals Branco;17582355;Móveis para Cozinha / Cozinha Compacta;1.000000;86,40;86,40;29/07/2026;29/07/2026
176297;DI CASA MOVEIS;tAAAAKTJO;017587392;237,15;31/07/2026;Reversa;boleto pendente;826442;Guarda Roupa Casal 3 Portas com Espelho 4 Gavetas Costa Rica CinamomoOffWhite;17578872;Móveis para Quarto / Guarda-Roupas;1.000000;150,75;150,75;24/07/2026;24/07/2026
175964;SAFARI;tAAAAKTJ6;017587390;283,99;31/07/2026;Reversa;boleto pendente;212109;Cabeceira Casal Portugal Flex Color Marrom;17559404;Móveis para Quarto / Cabeceiras;1.000000;15,11;15,11;24/07/2026;26/07/2026
175964;SAFARI;tAAAAKTJ6;017587390;283,99;31/07/2026;Reversa;boleto pendente;953710;Cadeira Escritório Diretor NR17 Tela Mesh Alpha Preto;17575682;Móveis para Escritório / Cadeiras para Escritório;1.000000;39,55;39,55;25/07/2026;26/07/2026
175964;SAFARI;tAAAAKTJ6;017587390;283,99;31/07/2026;Reversa;boleto pendente;280052;Armário de Cozinha 12 Portas 1 Gaveta com Vidro e Tampo Clara Yescasa Branco;17577632;Móveis para Cozinha / Cozinha Compacta;1.000000;61,84;61,84;24/07/2026;26/07/2026
175964;SAFARI;tAAAAKTJ6;017587390;283,99;31/07/2026;Reversa;boleto pendente;601543;Porta de Alumínio Laminada 210x70cm Soft Plus MGM Abertura Direita Branco;17569408;Portas;1.000000;41,69;41,69;23/07/2026;24/07/2026
175964;SAFARI;tAAAAKTJ6;017587390;283,99;31/07/2026;Reversa;boleto pendente;834589;Cozinha Compacta Modulada 7 Portas 3 Gavetas Emily CinzaCalcare;17576433;Móveis para Cozinha / Cozinha Compacta;1.000000;125,80;125,80;23/07/2026;23/07/2026
175964;SAFARI;tAAAAKTJI;000825938;170,32;31/07/2026;Reversa;boleto pendente;129369;Folha de Porta Madeira Decorada 210x80cm Espessura 35cm Gaúcha MGM MarromMogno;772348;Portas;1.000000;20,49;20,49;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJI;000825938;170,32;31/07/2026;Reversa;boleto pendente;601541;Porta de Alumínio Laminada 210x60cm Soft Plus MGM Abertura Direita Branco;800075;Portas;1.000000;41,60;41,60;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJI;000825938;170,32;31/07/2026;Reversa;boleto pendente;863437;Escrivaninha Mesa Escritório 160cm Amêndoa e Preto Marrom;781697;Móveis para Escritório / Escrivaninhas para Escritório;1.000000;19,10;19,10;30/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJI;000825938;170,32;31/07/2026;Reversa;boleto pendente;969762;Cristaleira para Sala de Jantar 4 Portas Vidro Curvo com Espelho LED e Nicho Garrafeiro Marina MarromCumaruOpala;742572;Móveis para Sala de Jantar / Cristaleiras;1.000000;55,49;55,49;29/07/2026;30/07/2026
175964;SAFARI;tAAAAKTJI;000825938;170,32;31/07/2026;Reversa;boleto pendente;728731;Cômoda 5 Gavetas 86cm Premium BegeCinamomo;742610;Móveis para Quarto / Cômodas para Quartos;1.000000;33,64;33,64;23/07/2026;23/07/2026
176154;E S L KOSLYK;tAAAAKTJG;000825937;541,33;31/07/2026;Reversa;boleto pendente;860795;Módulo Balcão de Cozinha 2 Portas 80cm Cinza Emily Espresso Móveis;762740;Móveis para Cozinha / Balcões para Cozinha;2.000000;58,94;117,88;30/07/2026;30/07/2026
